year_film,year_ceremony,ceremony,category,name,film,winner
2001,2002,74,ART DIRECTION,Moulin Rouge,Moulin Rouge,True
2001,2002,74,CINEMATOGRAPHY,Amélie,Amélie,False
2001,2002,74,CINEMATOGRAPHY,Black Hawk Down,Black Hawk Down,False
2001,2002,74,CINEMATOGRAPHY,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,True
2001,2002,74,CINEMATOGRAPHY,The Man Who Wasn't There,The Man Who Wasn't There,False
2001,2002,74,CINEMATOGRAPHY,Moulin Rouge,Moulin Rouge,False
2001,2002,74,COSTUME DESIGN,The Affair of the Necklace,The Affair of the Necklace,False
2001,2002,74,COSTUME DESIGN,Gosford Park,Gosford Park,False
2001,2002,74,COSTUME DESIGN,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,False
2001,2002,74,COSTUME DESIGN,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,74,COSTUME DESIGN,Moulin Rouge,Moulin Rouge,True
2001,2002,74,DIRECTING,A Beautiful Mind,A Beautiful Mind,True
2001,2002,74,DIRECTING,Black Hawk Down,Black Hawk Down,False
2001,2002,74,DIRECTING,Gosford Park,Gosford Park,False
2001,2002,74,DIRECTING,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,74,DIRECTING,Mulholland Drive,Mulholland Drive,False
2001,2002,74,DOCUMENTARY (Feature),Children Underground,Children Underground,False
2001,2002,74,DOCUMENTARY (Feature),LaLee's Kin: The Legacy of Cotton,LaLee's Kin: The Legacy of Cotton,False
2001,2002,74,DOCUMENTARY (Feature),Murder on a Sunday Morning,Murder on a Sunday Morning,True
2001,2002,74,DOCUMENTARY (Feature),Promises,Promises,False
2001,2002,74,DOCUMENTARY (Feature),War Photographer,War Photographer,False
2001,2002,74,DOCUMENTARY (Short Subject),Artists and Orphans: A True Drama,Artists and Orphans: A True Drama,False
2001,2002,74,DOCUMENTARY (Short Subject),Sing!,Sing!,False
2001,2002,74,DOCUMENTARY (Short Subject),Thoth,Thoth,True
2001,2002,74,FILM EDITING,A Beautiful Mind,A Beautiful Mind,False
2001,2002,74,FILM EDITING,Black Hawk Down,Black Hawk Down,True
2001,2002,74,FILM EDITING,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,74,FILM EDITING,Memento,Memento,False
2001,2002,74,FILM EDITING,Moulin Rouge,Moulin Rouge,False
2001,2002,74,FOREIGN LANGUAGE FILM,Amélie,Amélie,False
2001,2002,74,FOREIGN LANGUAGE FILM,Elling,Elling,False
2001,2002,74,FOREIGN LANGUAGE FILM,Lagaan,Lagaan,False
2001,2002,74,FOREIGN LANGUAGE FILM,No Man's Land,No Man's Land,True
2001,2002,74,FOREIGN LANGUAGE FILM,Son of the Bride,Son of the Bride,False
2001,2002,74,MAKEUP,A Beautiful Mind,A Beautiful Mind,False
2001,2002,74,MAKEUP,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,True
2001,2002,74,MAKEUP,Moulin Rouge,Moulin Rouge,False
2001,2002,74,MUSIC (Original Score),A.I. Artificial Intelligence,A.I. Artificial Intelligence,False
2001,2002,74,MUSIC (Original Score),A Beautiful Mind,A Beautiful Mind,False
2001,2002,74,MUSIC (Original Score),Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,False
2001,2002,74,MUSIC (Original Score),The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,True
2001,2002,74,MUSIC (Original Score),"Monsters, Inc.","Monsters, Inc.",False
2001,2002,74,MUSIC (Original Song),"Monsters, Inc.","Monsters, Inc.",True
2001,2002,74,MUSIC (Original Song),The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,74,MUSIC (Original Song),Pearl Harbor,Pearl Harbor,False
2001,2002,74,MUSIC (Original Song),Kate & Leopold,Kate & Leopold,False
2001,2002,74,MUSIC (Original Song),Vanilla Sky,Vanilla Sky,False
2001,2002,74,BEST PICTURE,A Beautiful Mind,A Beautiful Mind,True
2001,2002,74,BEST PICTURE,Gosford Park,Gosford Park,False
2001,2002,74,BEST PICTURE,In the Bedroom,In the Bedroom,False
2001,2002,74,BEST PICTURE,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,74,BEST PICTURE,Moulin Rouge,Moulin Rouge,False
2001,2002,74,SHORT FILM (Animated),Fifty Percent Grey,Fifty Percent Grey,False
2001,2002,74,SHORT FILM (Animated),For the Birds,For the Birds,True
2001,2002,74,SHORT FILM (Animated),Give Up Yer Aul Sins,Give Up Yer Aul Sins,False
2001,2002,74,SHORT FILM (Animated),Strange Invaders,Strange Invaders,False
2001,2002,74,SHORT FILM (Animated),Stubble Trouble,Stubble Trouble,False
2001,2002,74,SHORT FILM (Live Action),the accountant,the accountant,True
2001,2002,74,SHORT FILM (Live Action),Copy Shop,Copy Shop,False
2001,2002,74,SHORT FILM (Live Action),Gregor's Greatest Invention,Gregor's Greatest Invention,False
2001,2002,74,SHORT FILM (Live Action),A Man Thing (Meska Sprawa),A Man Thing (Meska Sprawa),False
2001,2002,74,SHORT FILM (Live Action),Speed for Thespians,Speed for Thespians,False
2001,2002,74,SOUND,Amélie,Amélie,False
2001,2002,74,SOUND,Black Hawk Down,Black Hawk Down,True
2001,2002,74,SOUND,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,74,SOUND,Moulin Rouge,Moulin Rouge,False
2001,2002,74,SOUND,Pearl Harbor,Pearl Harbor,False
2001,2002,74,SOUND EDITING,"Monsters, Inc.","Monsters, Inc.",False
2001,2002,74,SOUND EDITING,Pearl Harbor,Pearl Harbor,True
2001,2002,74,VISUAL EFFECTS,A.I. Artificial Intelligence,A.I. Artificial Intelligence,False
2001,2002,74,VISUAL EFFECTS,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,True
2001,2002,74,VISUAL EFFECTS,Pearl Harbor,Pearl Harbor,False
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),A Beautiful Mind,A Beautiful Mind,True
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Ghost World,Ghost World,False
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),In the Bedroom,In the Bedroom,False
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Shrek,Shrek,False
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Amélie,Amélie,False
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Gosford Park,Gosford Park,True
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Memento,Memento,False
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Monster's Ball,Monster's Ball,False
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),The Royal Tenenbaums,The Royal Tenenbaums,False
2001,2002,74,JEAN HERSHOLT HUMANITARIAN AWARD,Arthur Hiller,,True
2001,2002,74,HONORARY AWARD, Sidney Poitier in recognition of his remarkable accomplishments as an artist and as a human being.,,True
2001,2002,74,HONORARY AWARD, Robert Redford:  Actor,,True
2002,2003,75,ACTOR IN A LEADING ROLE,Adrien Brody,The Pianist,True
2002,2003,75,ACTOR IN A LEADING ROLE,Nicolas Cage,Adaptation,False
2002,2003,75,ACTOR IN A LEADING ROLE,Michael Caine,The Quiet American,False
2002,2003,75,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,False
2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,False
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Chris Cooper,Adaptation,True
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Hours,False
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Paul Newman,Road to Perdition,False
2002,2003,75,ACTOR IN A SUPPORTING ROLE,John C. Reilly,Chicago,False
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Christopher Walken,Catch Me If You Can,False
2002,2003,75,ACTRESS IN A LEADING ROLE,Salma Hayek,Frida,False
2002,2003,75,ACTRESS IN A LEADING ROLE,Nicole Kidman,The Hours,True
2002,2003,75,ACTRESS IN A LEADING ROLE,Diane Lane,Unfaithful,False
2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,False
2002,2003,75,ACTRESS IN A LEADING ROLE,Renée Zellweger,Chicago,False
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,False
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,The Hours,False
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Queen Latifah,Chicago,False
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Adaptation,False
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Catherine Zeta-Jones,Chicago,True
2002,2003,75,ANIMATED FEATURE FILM,Ice Age,Ice Age,False
2002,2003,75,ANIMATED FEATURE FILM,Lilo & Stitch,Lilo & Stitch,False
2002,2003,75,ANIMATED FEATURE FILM,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,False
2002,2003,75,ANIMATED FEATURE FILM,Spirited Away,Spirited Away,True
2002,2003,75,ANIMATED FEATURE FILM,Treasure Planet,Treasure Planet,False
2002,2003,75,ART DIRECTION,Chicago,Chicago,True
2002,2003,75,ART DIRECTION,Frida,Frida,False
2002,2003,75,ART DIRECTION,Gangs of New York,Gangs of New York,False
2002,2003,75,ART DIRECTION,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,False
2002,2003,75,ART DIRECTION,Road to Perdition,Road to Perdition,False
2002,2003,75,CINEMATOGRAPHY,Chicago,Chicago,False
2002,2003,75,CINEMATOGRAPHY,Far from Heaven,Far from Heaven,False
2002,2003,75,CINEMATOGRAPHY,Gangs of New York,Gangs of New York,False
2002,2003,75,CINEMATOGRAPHY,The Pianist,The Pianist,False
2002,2003,75,CINEMATOGRAPHY,Road to Perdition,Road to Perdition,True
2002,2003,75,COSTUME DESIGN,Chicago,Chicago,True
2002,2003,75,COSTUME DESIGN,Frida,Frida,False
2002,2003,75,COSTUME DESIGN,Gangs of New York,Gangs of New York,False
2002,2003,75,COSTUME DESIGN,The Hours,The Hours,False
2002,2003,75,COSTUME DESIGN,The Pianist,The Pianist,False
2002,2003,75,DIRECTING,Chicago,Chicago,False
2002,2003,75,DIRECTING,Gangs of New York,Gangs of New York,False
2002,2003,75,DIRECTING,The Hours,The Hours,False
2002,2003,75,DIRECTING,The Pianist,The Pianist,True
2002,2003,75,DIRECTING,Talk to Her,Talk to Her,False
2002,2003,75,DOCUMENTARY (Feature),Bowling for Columbine,Bowling for Columbine,True
2002,2003,75,DOCUMENTARY (Feature),Daughter from Danang,Daughter from Danang,False
2002,2003,75,DOCUMENTARY (Feature),Prisoner of Paradise,Prisoner of Paradise,False
2002,2003,75,DOCUMENTARY (Feature),Spellbound,Spellbound,False
2002,2003,75,DOCUMENTARY (Feature),Winged Migration,Winged Migration,False
2002,2003,75,DOCUMENTARY (Short Subject),The Collector of Bedford Street,The Collector of Bedford Street,False
2002,2003,75,DOCUMENTARY (Short Subject),Mighty Times: The Legacy of Rosa Parks,Mighty Times: The Legacy of Rosa Parks,False
2002,2003,75,DOCUMENTARY (Short Subject),Twin Towers,Twin Towers,True
2002,2003,75,DOCUMENTARY (Short Subject),Why Can't We Be a Family Again?,Why Can't We Be a Family Again?,False
2002,2003,75,FILM EDITING,Chicago,Chicago,True
2002,2003,75,FILM EDITING,Gangs of New York,Gangs of New York,False
2002,2003,75,FILM EDITING,The Hours,The Hours,False
2002,2003,75,FILM EDITING,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,False
2002,2003,75,FILM EDITING,The Pianist,The Pianist,False
2002,2003,75,FOREIGN LANGUAGE FILM,El Crimen del Padre Amaro,El Crimen del Padre Amaro,False
2002,2003,75,FOREIGN LANGUAGE FILM,Hero,Hero,False
2002,2003,75,FOREIGN LANGUAGE FILM,The Man without a Past,The Man without a Past,False
2002,2003,75,FOREIGN LANGUAGE FILM,Nowhere in Africa,Nowhere in Africa,True
2002,2003,75,FOREIGN LANGUAGE FILM,Zus & Zo,Zus & Zo,False
2002,2003,75,MAKEUP,Frida,Frida,True
2002,2003,75,MAKEUP,The Time Machine,The Time Machine,False
2002,2003,75,MUSIC (Original Score),Catch Me If You Can,Catch Me If You Can,False
2002,2003,75,MUSIC (Original Score),Far from Heaven,Far from Heaven,False
2002,2003,75,MUSIC (Original Score),Frida,Frida,True
2002,2003,75,MUSIC (Original Score),The Hours,The Hours,False
2002,2003,75,MUSIC (Original Score),Road to Perdition,Road to Perdition,False
2002,2003,75,MUSIC (Original Song),Frida,Frida,False
2002,2003,75,MUSIC (Original Song),The Wild Thornberrys Movie,The Wild Thornberrys Movie,False
2002,2003,75,MUSIC (Original Song),Gangs of New York,Gangs of New York,False
2002,2003,75,MUSIC (Original Song),Chicago,Chicago,False
2002,2003,75,MUSIC (Original Song),8 Mile,8 Mile,True
2002,2003,75,BEST PICTURE,Chicago,Chicago,True
2002,2003,75,BEST PICTURE,Gangs of New York,Gangs of New York,False
2002,2003,75,BEST PICTURE,The Hours,The Hours,False
2002,2003,75,BEST PICTURE,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,False
2002,2003,75,BEST PICTURE,The Pianist,The Pianist,False
2002,2003,75,SHORT FILM (Animated),The Cathedral,The Cathedral,False
2002,2003,75,SHORT FILM (Animated),The ChubbChubbs!,The ChubbChubbs!,True
2002,2003,75,SHORT FILM (Animated),Das Rad,Das Rad,False
2002,2003,75,SHORT FILM (Animated),Mike's New Car,Mike's New Car,False
2002,2003,75,SHORT FILM (Animated),Mt. Head,Mt. Head,False
2002,2003,75,SHORT FILM (Live Action),Fait D'Hiver,Fait D'Hiver,False
2002,2003,75,SHORT FILM (Live Action),I'll Wait for the Next One... (J'Attendrai Le Suivant...),I'll Wait for the Next One... (J'Attendrai Le Suivant...),False
2002,2003,75,SHORT FILM (Live Action),Inja (Dog),Inja (Dog),False
2002,2003,75,SHORT FILM (Live Action),Johnny Flynton,Johnny Flynton,False
2002,2003,75,SHORT FILM (Live Action),This Charming Man (Der Er En Yndig Mand),This Charming Man (Der Er En Yndig Mand),True
2002,2003,75,SOUND,Chicago,Chicago,True
2002,2003,75,SOUND,Gangs of New York,Gangs of New York,False
2002,2003,75,SOUND,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,False
2002,2003,75,SOUND,Road to Perdition,Road to Perdition,False
2002,2003,75,SOUND,Spider-Man,Spider-Man,False
2002,2003,75,SOUND EDITING,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,True
2002,2003,75,SOUND EDITING,Minority Report,Minority Report,False
2002,2003,75,SOUND EDITING,Road to Perdition,Road to Perdition,False
2002,2003,75,VISUAL EFFECTS,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,True
2002,2003,75,VISUAL EFFECTS,Spider-Man,Spider-Man,False
2002,2003,75,VISUAL EFFECTS,Star Wars Episode II Attack of the Clones,Star Wars Episode II Attack of the Clones,False
2002,2003,75,WRITING (Adapted Screenplay),About a Boy,About a Boy,False
2002,2003,75,WRITING (Adapted Screenplay),Adaptation,Adaptation,False
2002,2003,75,WRITING (Adapted Screenplay),Chicago,Chicago,False
2002,2003,75,WRITING (Adapted Screenplay),The Hours,The Hours,False
2002,2003,75,WRITING (Adapted Screenplay),The Pianist,The Pianist,True
2002,2003,75,WRITING (Original Screenplay),Far from Heaven,Far from Heaven,False
2002,2003,75,WRITING (Original Screenplay),Gangs of New York,Gangs of New York,False
2002,2003,75,WRITING (Original Screenplay),My Big Fat Greek Wedding,My Big Fat Greek Wedding,False
2002,2003,75,WRITING (Original Screenplay),Talk to Her,Talk to Her,True
2002,2003,75,WRITING (Original Screenplay),Y Tu Mamá También,Y Tu Mamá También,False
2002,2003,75,HONORARY AWARD, Peter O'ole,,True
2003,2004,76,ACTOR IN A LEADING ROLE,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,76,ACTOR IN A LEADING ROLE,Ben Kingsley,House of Sand and Fog,False
2003,2004,76,ACTOR IN A LEADING ROLE,Jude Law,Cold Mountain,False
2003,2004,76,ACTOR IN A LEADING ROLE,Bill Murray,Lost in Translation,False
2003,2004,76,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,True
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Alec Baldwin,The Cooler,False
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,21 Grams,False
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,In America,False
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,True
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Ken Watanabe,The Last Samurai,False
2003,2004,76,ACTRESS IN A LEADING ROLE,Keisha Castle-Hughes,Whale Rider,False
2003,2004,76,ACTRESS IN A LEADING ROLE,Diane Keaton,Something's Gotta Give,False
2003,2004,76,ACTRESS IN A LEADING ROLE,Samantha Morton,In America,False
2003,2004,76,ACTRESS IN A LEADING ROLE,Charlize Theron,Monster,True
2003,2004,76,ACTRESS IN A LEADING ROLE,Naomi Watts,21 Grams,False
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Shohreh Aghdashloo,House of Sand and Fog,False
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Patricia Clarkson,Pieces of April,False
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Mystic River,False
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,Thirteen,False
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Renée Zellweger,Cold Mountain,True
2003,2004,76,ANIMATED FEATURE FILM,Brother Bear,Brother Bear,False
2003,2004,76,ANIMATED FEATURE FILM,Finding Nemo,Finding Nemo,True
2003,2004,76,ANIMATED FEATURE FILM,The Triplets of Belleville,The Triplets of Belleville,False
2003,2004,76,ART DIRECTION,Girl with a Pearl Earring,Girl with a Pearl Earring,False
2003,2004,76,ART DIRECTION,The Last Samurai,The Last Samurai,False
2003,2004,76,ART DIRECTION,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,ART DIRECTION,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,False
2003,2004,76,ART DIRECTION,Seabiscuit,Seabiscuit,False
2003,2004,76,CINEMATOGRAPHY,City of God,City of God,False
2003,2004,76,CINEMATOGRAPHY,Cold Mountain,Cold Mountain,False
2003,2004,76,CINEMATOGRAPHY,Girl with a Pearl Earring,Girl with a Pearl Earring,False
2003,2004,76,CINEMATOGRAPHY,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,True
2003,2004,76,CINEMATOGRAPHY,Seabiscuit,Seabiscuit,False
2003,2004,76,COSTUME DESIGN,Girl with a Pearl Earring,Girl with a Pearl Earring,False
2003,2004,76,COSTUME DESIGN,The Last Samurai,The Last Samurai,False
2003,2004,76,COSTUME DESIGN,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,COSTUME DESIGN,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,False
2003,2004,76,COSTUME DESIGN,Seabiscuit,Seabiscuit,False
2003,2004,76,DIRECTING,City of God,City of God,False
2003,2004,76,DIRECTING,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,DIRECTING,Lost in Translation,Lost in Translation,False
2003,2004,76,DIRECTING,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,False
2003,2004,76,DIRECTING,Mystic River,Mystic River,False
2003,2004,76,DOCUMENTARY (Feature),Balseros,Balseros,False
2003,2004,76,DOCUMENTARY (Feature),Capturing the Friedmans,Capturing the Friedmans,False
2003,2004,76,DOCUMENTARY (Feature),The Fog of War,The Fog of War,True
2003,2004,76,DOCUMENTARY (Feature),My Architect,My Architect,False
2003,2004,76,DOCUMENTARY (Feature),The Weather Underground,The Weather Underground,False
2003,2004,76,DOCUMENTARY (Short Subject),Asylum,Asylum,False
2003,2004,76,DOCUMENTARY (Short Subject),Chernobyl Heart,Chernobyl Heart,True
2003,2004,76,DOCUMENTARY (Short Subject),Ferry Tales,Ferry Tales,False
2003,2004,76,FILM EDITING,City of God,City of God,False
2003,2004,76,FILM EDITING,Cold Mountain,Cold Mountain,False
2003,2004,76,FILM EDITING,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,FILM EDITING,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,False
2003,2004,76,FILM EDITING,Seabiscuit,Seabiscuit,False
2003,2004,76,FOREIGN LANGUAGE FILM,The Barbarian Invasions,The Barbarian Invasions,True
2003,2004,76,FOREIGN LANGUAGE FILM,Evil,Evil,False
2003,2004,76,FOREIGN LANGUAGE FILM,The Twilight Samurai,The Twilight Samurai,False
2003,2004,76,FOREIGN LANGUAGE FILM,Twin Sisters,Twin Sisters,False
2003,2004,76,FOREIGN LANGUAGE FILM,Zelary,Zelary,False
2003,2004,76,MAKEUP,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,MAKEUP,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,False
2003,2004,76,MAKEUP,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,76,MUSIC (Original Score),Big Fish,Big Fish,False
2003,2004,76,MUSIC (Original Score),Cold Mountain,Cold Mountain,False
2003,2004,76,MUSIC (Original Score),Finding Nemo,Finding Nemo,False
2003,2004,76,MUSIC (Original Score),House of Sand and Fog,House of Sand and Fog,False
2003,2004,76,MUSIC (Original Score),The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,MUSIC (Original Song),The Triplets of Belleville,The Triplets of Belleville,False
2003,2004,76,MUSIC (Original Song),The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,MUSIC (Original Song),A Mighty Wind,A Mighty Wind,False
2003,2004,76,MUSIC (Original Song),Cold Mountain,Cold Mountain,False
2003,2004,76,MUSIC (Original Song),Cold Mountain,Cold Mountain,False
2003,2004,76,BEST PICTURE,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,BEST PICTURE,Lost in Translation,Lost in Translation,False
2003,2004,76,BEST PICTURE,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,False
2003,2004,76,BEST PICTURE,Mystic River,Mystic River,False
2003,2004,76,BEST PICTURE,Seabiscuit,Seabiscuit,False
2003,2004,76,SHORT FILM (Animated),Boundin',Boundin',False
2003,2004,76,SHORT FILM (Animated),Destino,Destino,False
2003,2004,76,SHORT FILM (Animated),Gone Nutty,Gone Nutty,False
2003,2004,76,SHORT FILM (Animated),Harvie Krumpet,Harvie Krumpet,True
2003,2004,76,SHORT FILM (Animated),Nibbles,Nibbles,False
2003,2004,76,SHORT FILM (Live Action),Die Rote Jacke (The Red Jacket),Die Rote Jacke (The Red Jacket),False
2003,2004,76,SHORT FILM (Live Action),Most (The Bridge),Most (The Bridge),False
2003,2004,76,SHORT FILM (Live Action),Squash,Squash,False
2003,2004,76,SHORT FILM (Live Action),(A) Torzija [(A) Torsion],(A) Torzija [(A) Torsion],False
2003,2004,76,SHORT FILM (Live Action),Two Soldiers,Two Soldiers,True
2003,2004,76,SOUND EDITING,Finding Nemo,Finding Nemo,False
2003,2004,76,SOUND EDITING,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,True
2003,2004,76,SOUND EDITING,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,76,SOUND MIXING,The Last Samurai,The Last Samurai,False
2003,2004,76,SOUND MIXING,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,SOUND MIXING,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,False
2003,2004,76,SOUND MIXING,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,76,SOUND MIXING,Seabiscuit,Seabiscuit,False
2003,2004,76,VISUAL EFFECTS,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,VISUAL EFFECTS,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,False
2003,2004,76,VISUAL EFFECTS,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,76,WRITING (Adapted Screenplay),American Splendor,American Splendor,False
2003,2004,76,WRITING (Adapted Screenplay),City of God,City of God,False
2003,2004,76,WRITING (Adapted Screenplay),The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,True
2003,2004,76,WRITING (Adapted Screenplay),Mystic River,Mystic River,False
2003,2004,76,WRITING (Adapted Screenplay),Seabiscuit,Seabiscuit,False
2003,2004,76,WRITING (Original Screenplay),The Barbarian Invasions,The Barbarian Invasions,False
2003,2004,76,WRITING (Original Screenplay),Dirty Pretty Things,Dirty Pretty Things,False
2003,2004,76,WRITING (Original Screenplay),Finding Nemo,Finding Nemo,False
2003,2004,76,WRITING (Original Screenplay),In America,In America,False
2003,2004,76,WRITING (Original Screenplay),Lost in Translation,Lost in Translation,True
2003,2004,76,HONORARY AWARD, Blake Edwards in recognition of his writing,,True
2004,2005,77,ACTOR IN A LEADING ROLE,Don Cheadle,Hotel Rwanda,False
2004,2005,77,ACTOR IN A LEADING ROLE,Johnny Depp,Finding Neverland,False
2004,2005,77,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Aviator,False
2004,2005,77,ACTOR IN A LEADING ROLE,Clint Eastwood,Million Dollar Baby,False
2004,2005,77,ACTOR IN A LEADING ROLE,Jamie Foxx,Ray,True
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Alan Alda,The Aviator,False
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Thomas Haden Church,Sideways,False
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Jamie Foxx,Collateral,False
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Million Dollar Baby,True
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Clive Owen,Closer,False
2004,2005,77,ACTRESS IN A LEADING ROLE,Annette Bening,Being Julia,False
2004,2005,77,ACTRESS IN A LEADING ROLE,Catalina Sandino Moreno,Maria Full of Grace,False
2004,2005,77,ACTRESS IN A LEADING ROLE,Imelda Staunton,Vera Drake,False
2004,2005,77,ACTRESS IN A LEADING ROLE,Hilary Swank,Million Dollar Baby,True
2004,2005,77,ACTRESS IN A LEADING ROLE,Kate Winslet,Eternal Sunshine of the Spotless Mind,False
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,The Aviator,True
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Laura Linney,Kinsey,False
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Virginia Madsen,Sideways,False
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Sophie Okonedo,Hotel Rwanda,False
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Natalie Portman,Closer,False
